iter	Passed	Remaining
340	2490	4813
341	2493	4797
342	2496	4781
343	2498	4764
344	2502	4750
345	2507	4739
346	2511	4725
347	2514	4710
348	2515	4692
349	2520	4681
350	2522	4664
351	2527	4652
352	2530	4637
353	2535	4626
354	2538	4611
355	2542	4599
356	2545	4583
357	2548	4570
358	2550	4554
359	2554	4540
360	2556	4525
361	2559	4510
362	2561	4494
363	2566	4483
364	2570	4471
365	2573	4458
366	2577	4445
367	2581	4433
368	2585	4421
369	2589	4408
370	2592	4395
371	2596	4384
372	2600	4370
373	2602	4355
374	2606	4344
375	2611	4333
376	2615	4321
377	2618	4309
378	2624	4300
379	2789	4551
380	2932	4765
381	2954	4780
382	2966	4779
383	2987	4792
384	3023	4830
385	3057	4863
386	3067	4858
387	3074	4848
388	3078	4835
389	3084	4824
390	3088	4810
391	3092	4796
392	3094	4779
393	3106	4777
394	3109	4763
395	3113	4748
396	3127	4750
397	3261	4932
398	3261	4932
399	3449	5186
400	3481	5213
401	3528	5261
402	3547	5267
403	3593	5315
404	3690	5435
405	3693	5417
406	3712	5422
407	3721	5413
408	3722	5392
409	3729	5380
410	3733	5363
411	3737	5347
412	3744	5334
413	3748	5318
414	3751	5300
415	3755	5285
416	3759	5268
417	3763	5252
418	3770	5241
419	3779	5231
420	3783	5215
421	3788	5201
422	3810	5209
423	3856	5251
424	3911	5304
425	4081	5512
426	4085	5495
427	4090	5479
428	4095	5463
429	4100	5447
430	4109	5437
431	4138	5454
432	4149	5446
433	4153	5429
434	4159	5415
435	4166	5402
436	4183	5401
437	4186	5384
438	4190	5367
439	4195	5352
440	4199	5335
441	4203	5319
442	4210	5305
443	4213	5287
444	4218	5273
445	4222	5257
446	4227	5242
447	4231	5226
448	4234	5207
449	4236	5190
450	4239	5172
451	4243	5155
452	4248	5141
453	4253	5126
454	4258	5112
455	4262	5096
456	4267	5081
457	4271	5066
458	4276	5051
459	4281	5037
460	4285	5021
461	4289	5006
462	4294	4991
463	4317	4997
464	4321	4982
465	4324	4966
466	4330	4952
467	4334	4938
468	4339	4923
469	4344	4909
470	4346	4892
471	4351	4878
472	4354	4861
473	4358	4846
474	4360	4829
475	4363	4813
476	4367	4798
477	4371	4784
478	4375	4769
479	4379	4753
480	4380	4736
481	4385	4722
482	4389	4708
483	4391	4691
484	4396	4677
485	4398	4661
486	4401	4645
487	4406	4632
488	4411	4619
489	4414	4604
490	4418	4589
491	4423	4576
492	4428	4564
493	4656	4779
494	4672	4776
495	4687	4772
496	4708	4774
497	4723	4771
498	4740	4768
499	4755	4764
500	4780	4770
501	4795	4766
502	4817	4769
503	4854	4787
504	4866	4779
505	4934	4826
506	4944	4817
507	4950	4804
508	4959	4793
509	4981	4796
510	4986	4781
511	4990	4766
512	4994	4750
513	5000	4737
514	5005	4722
515	5036	4733
516	5086	4761
517	5090	4745
518	5094	4730
519	5098	4715
520	5102	4699
521	5106	4684
522	5109	4669
523	5115	4655
524	5119	4641
525	5125	4627
526	5129	4612
527	5134	4598
528	5140	4585
529	5144	4571
530	5168	4574
531	5173	4560
532	5177	4545
533	5182	4530
534	5187	4517
535	5192	4503
536	5196	4489
537	5198	4472
538	5201	4456
539	5205	4442
540	5210	4429
541	5214	4414
542	5218	4399
543	5222	4385
544	5226	4371
545	5229	4356
546	5231	4340
547	5234	4325
548	5237	4310
549	5239	4294
550	5242	4279
551	5246	4265
552	5249	4250
553	5253	4237
554	5257	4223
555	5262	4209
556	5267	4196
557	5299	4205
558	5303	4191
559	5314	4183
560	5316	4167
561	5320	4154
562	5333	4147
563	5342	4136
564	5349	4126
565	5432	4173
566	5441	4162
567	5448	4151
568	5454	4138
569	5488	4147
570	5492	4133
571	5500	4122
572	5505	4109
573	5511	4097
574	5513	4082
575	5517	4068
576	5522	4055
577	5529	4044
578	5538	4034
579	5545	4022
580	5549	4009
581	5556	3997
582	5568	3989
583	5575	3978
584	5578	3964
585	5583	3951
586	5586	3937
587	5589	3923
588	5592	3908
589	5595	3895
590	5599	3881
591	5603	3868
592	5605	3853
593	5608	3840
594	5611	3826
595	5615	3812
596	5618	3798
597	5621	3785
598	5625	3772
599	5628	3758
600	5631	3745
601	5634	3731
602	5635	3716
603	5638	3702
604	5641	3689
605	5644	3676
606	5647	3662
607	5649	3648
608	5653	3635
609	5656	3622
610	5660	3609
611	5663	3596
612	5666	3583
613	5670	3570
614	5674	3557
615	5677	3544
616	5679	3531
617	5683	3518
618	5689	3507
619	5692	3494
620	5695	3481
621	5698	3468
622	5702	3456
623	5706	3444
624	5710	3431
625	5714	3419
626	5719	3407
627	5722	3395
628	5726	3383
629	5729	3370
630	5732	3357
631	5736	3345
632	5740	3333
633	5743	3320
634	5747	3308
635	5750	3296
636	5753	3284
637	5756	3271
638	5759	3258
639	5764	3247
640	5767	3235
641	5771	3223
642	5774	3210
643	5777	3198
644	5781	3186
645	5785	3175
646	5788	3163
647	5792	3151
648	5795	3139
649	5798	3127
650	5801	3115
651	5804	3103
652	5807	3091
653	5811	3079
654	5813	3066
655	5816	3054
656	5819	3042
657	5821	3030
658	5824	3018
659	5826	3006
660	5829	2994
661	5831	2982
662	5834	2970
663	5838	2958
664	5841	2947
665	5843	2935
666	5847	2923
667	5850	2912
668	5854	2900
669	5857	2889
670	5860	2877
671	5863	2866
672	5866	2854
673	5871	2843
674	5876	2833
675	5881	2822
676	5884	2811
677	5888	2800
678	5891	2789
679	5894	2778
680	5898	2767
681	5903	2756
682	5907	2745
683	5909	2734
684	5912	2722
685	5915	2711
686	5917	2700
687	5920	2688
688	5922	2677
689	5925	2666
690	5928	2654
691	5930	2643
692	5932	2631
693	5934	2620
694	5937	2609
695	5940	2598
696	5943	2587
697	5945	2576
698	5948	2565
699	5949	2553
700	5953	2543
701	5955	2531
702	5958	2520
703	5989	2521
704	5992	2511
705	5995	2500
706	6003	2491
707	6007	2481
708	6009	2469
709	6012	2459
710	6015	2448
711	6018	2437
712	6024	2428
713	6028	2418
714	6032	2407
715	6037	2397
716	6040	2387
717	6043	2377
718	6047	2366
719	6060	2359
720	6064	2350
721	6067	2339
722	6075	2330
723	6078	2320
724	6081	2309
725	6085	2299
726	6091	2290
727	6093	2279
728	6097	2269
729	6103	2260
730	6108	2251
731	6112	2240
732	6118	2231
733	6123	2222
734	6127	2212
735	6130	2201
736	6135	2192
737	6140	2182
738	6142	2172
739	6147	2162
740	6155	2154
741	6159	2144
742	6167	2136
743	6171	2126
744	6175	2116
745	6181	2107
746	6185	2097
747	6187	2087
748	6190	2077
749	6196	2068
750	6201	2058
751	6204	2048
752	6209	2039
753	6211	2029
754	6216	2019
755	6219	2010
756	6226	2001
757	6229	1991
758	6232	1981
759	6236	1971
760	6241	1962
761	6248	1954
762	6255	1945
763	6259	1936
764	6263	1926
765	6268	1917
766	6271	1907
767	6275	1898
768	6277	1888
769	6281	1878
770	6287	1869
771	6291	1860
772	6294	1850
773	6298	1841
774	6302	1832
775	6304	1822
776	6305	1812
777	6309	1802
778	6312	1793
779	6314	1783
780	6317	1773
781	6318	1763
782	6321	1754
783	6324	1744
784	6327	1735
785	6329	1725
786	6332	1716
787	6336	1706
788	6339	1697
789	6342	1688
790	6345	1678
791	6349	1669
792	6352	1660
793	6355	1651
794	6359	1641
795	6362	1632
796	6368	1624
797	6372	1615
798	6379	1606
799	6384	1598
800	6389	1589
801	6394	1580
802	6401	1572
803	6409	1564
804	6415	1555
805	6420	1547
806	6426	1538
807	6429	1529
808	6438	1521
809	6444	1513
810	6451	1505
811	6456	1496
812	6458	1487
813	6464	1479
814	6470	1470
815	6476	1462
816	6480	1453
817	6482	1444
818	6486	1435
819	6489	1426
820	6492	1417
821	6496	1408
822	6501	1399
823	6504	1390
824	6507	1382
825	6511	1373
826	6514	1364
827	6517	1355
828	6521	1346
829	6524	1338
830	6528	1329
831	6532	1320
832	6534	1311
833	6537	1302
834	6540	1294
835	6543	1285
836	6546	1276
837	6550	1267
838	6553	1259
839	6557	1250
840	6560	1241
841	6563	1233
842	6565	1224
843	6569	1215
844	6572	1207
845	6577	1198
846	6581	1190
847	6585	1181
848	6588	1173
849	6592	1164
850	6594	1155
851	6597	1147
852	6600	1138
853	6603	1130
854	6607	1121
855	6610	1113
856	6614	1104
857	6617	1096
858	6620	1088
859	6624	1079
860	6629	1071
861	6634	1063
862	6639	1055
863	6643	1047
864	6646	1038
865	6650	1030
866	6654	1021
867	6657	1013
868	6660	1005
869	6662	996
870	6666	988
871	6669	980
872	6673	971
873	6677	963
874	6680	955
875	6683	947
876	6687	938
877	6690	930
878	6694	922
879	6697	914
880	6700	906
881	6704	897
882	6707	889
883	6710	881
884	6714	873
885	6718	865
886	6720	857
887	6723	848
888	6726	840
889	6730	832
890	6733	824
891	6737	816
892	6741	808
893	6744	800
894	6747	792
895	6750	784
896	6754	776
897	6758	768
898	6761	760
899	6765	752
900	6769	744
901	6773	736
902	6776	728
903	6780	720
904	6784	712
905	6787	705
906	6792	697
907	6797	689
908	6799	681
909	6802	673
910	6806	665
911	6811	657
912	6816	650
913	6820	642
914	6825	634
915	6830	627
916	6834	619
917	6837	611
918	6840	603
919	6844	595
920	6848	588
921	6850	580
922	6853	572
923	6857	564
924	6861	556
925	6865	549
926	6868	541
927	6872	533
928	6876	526
929	6879	518
930	6882	510
931	6886	502
932	6889	495
933	6892	487
934	6896	479
935	6900	472
936	6942	467
937	6948	459
938	6952	452
939	6959	444
940	6962	437
941	6966	429
942	6970	421
943	6973	414
944	6977	406
945	6981	398
946	6984	391
947	6988	383
948	6992	376
949	6995	368
950	6999	361
951	7004	353
952	7009	346
953	7014	338
954	7017	331
955	7021	323
956	7024	315
957	7028	308
958	7031	300
959	7035	293
960	7039	285
961	7042	278
962	7046	271
963	7047	263
964	7051	256
965	7055	248
966	7059	241
967	7062	233
968	7066	226
969	7069	218
970	7072	211
971	7075	204
972	7078	196
973	7082	189
974	7086	181
975	7089	174
976	7091	167
977	7095	159
978	7098	152
979	7101	145
980	7105	137
981	7108	130
982	7112	123
983	7116	115
984	7119	108
985	7123	101
986	7127	93
987	7130	86
988	7134	79
989	7138	72
990	7141	64
991	7145	57
992	7149	50
993	7152	43
994	7156	35
995	7159	28
996	7162	21
997	7165	14
998	7168	7
999	7171	0
